emp_id,age,salary,department,experience_years,last_promotion_year,performance_score,work_hours_per_week,remote_work_ratio,job_satisfaction,left_company,joining_date,bonus,manager_rating,training_hours,city,loan_default_history
E09401,thirty,"49,522",Human Resource,ten,2023,3.0,35,4,3.0,No,2016/01/25,,2,182,,No
E09402,thirty,₹76798,FIN,,2016,3.0,60,63,9.0,No,,,1,119,Chennai,No
E09403,,9999999,Finance,,2017,2.0,50,65,4.0,No,06-11-2016,1000.0,4,7,Delhi,No
E09404,24,9999999,Information Technology,0,2018,1.0,50,4,4.0,No,2019/07/10,,5,132,Pune,Yes
E09405,0,"31,453",IT,53,2016,3.0,45,24,8.0,Yes,,,2,21,Chennai,No
E09406,50,-47341,Information Technology,ten,2016,,40,92,1.0,No,18-10-2024,8000.0,5,144,Mumbai,No
E09407,9,"37,341",HR,58,2011,4.0,10,2,3.0,No,2016/09/01,,3,39,,No
E09408,thirty,₹55454,Sales,13,2016,5.0,45,29,,No,October 04 2015,,5,174,Bangalore,No
E09409,117,-9035,,,2020,2.0,40,17,,No,2017/01/18,8000.0,3,4,Mumbai,No
E09410,5,-11229,FIN,14,2017,,120,21,8.0,No,2016/11/01,5000.0,2,143,Mumbai,Yes
E09411,91,₹134179,,52,2017,,40,98,,No,,8000.0,3,172,Bangalore,Yes
E09412,1,"81,244",it,43,2023,3.0,45,70,7.0,No,09-01-2025,,3,44,Delhi,Yes
E09413,thirty,163242,Information Technology,ten,2017,5.0,120,55,2.0,No,32/01/2020,,2,40,Mumbai,Yes
E09414,,47k,Information Technology,,2014,4.0,35,70,,No,01-04-2017,5000.0,4,70,Mumbai,No
E09415,thirty,60k,HR,17,2023,1.0,40,92,7.0,Yes,2024/11/04,0.0,3,51,,No
E09416,86,54k,Finance,30,2016,5.0,50,77,,No,29-05-2018,,3,130,Kolkata,No
E09417,60,79851,Information Technology,3,2021,3.0,35,93,2.0,Yes,32/01/2020,2000.0,4,67,Kolkata,No
E09418,-2,-42808,Finance,ten,2012,,50,28,2.0,No,32/01/2020,0.0,2,170,Kolkata,Yes
E09419,thirty,9999999,Human Resource,ten,2021,,35,49,,No,February 28 2025,1000.0,1,48,Bangalore,Yes
E09420,thirty,9999999,Sales,52,2018,,120,69,,No,,5000.0,3,191,Bangalore,No
E09421,51,59899,IT,ten,2015,5.0,60,87,,No,July 03 2024,,3,4,Mumbai,No
E09422,thirty,9999999,it,,2010,3.0,120,54,,No,March 24 2021,1000.0,2,81,Chennai,No
E09423,thirty,9999999,FIN,ten,2020,5.0,40,44,,No,32/01/2020,0.0,2,125,Bangalore,Yes
E09424,,-9531,Information Technology,ten,2013,4.0,45,32,7.0,No,June 24 2021,2000.0,3,42,,No
E09425,10,42510,it,,2013,,10,68,,Yes,2021/08/04,,2,132,Pune,Yes
E09426,thirty,9999999,Human Resource,11,2020,3.0,10,33,,No,,2000.0,1,181,Kolkata,No
E09427,106,-1137,HR,ten,2020,3.0,60,86,7.0,No,12-07-2017,,4,89,Mumbai,No
E09428,108,9999999,,ten,2022,,35,67,6.0,No,2016/11/27,,1,18,Bangalore,Yes
E09429,,9999999,Information Technology,33,2020,1.0,60,8,,No,32/01/2020,0.0,3,66,Kolkata,Yes
E09430,-10,-35054,Finance,48,2021,5.0,60,10,6.0,No,March 26 2019,,5,177,,No
E09431,5,-28840,Finance,4,2021,,45,10,9.0,No,05-06-2024,,3,91,Delhi,No
E09432,thirty,-45855,Sales,60,2020,4.0,10,91,,No,,,3,68,Pune,No
E09433,103,₹136478,Human Resource,42,2011,3.0,60,58,2.0,No,32/01/2020,,2,161,Mumbai,Yes
E09434,25,175850,FIN,48,2018,5.0,120,77,3.0,No,January 13 2019,0.0,2,143,Pune,No
E09435,7,"58,093",Operations,ten,2014,,10,43,1.0,No,2020/09/14,,1,188,Delhi,No
E09436,31,29k,,,2017,,120,62,,No,14-05-2015,2000.0,2,95,Pune,Yes
E09437,-10,"33,178",Information Technology,,2022,5.0,45,75,,No,32/01/2020,5000.0,2,21,Delhi,No
E09438,23,72k,Human Resource,ten,2022,,60,60,,Yes,2025/05/30,0.0,2,195,,Yes
E09439,25,-36130,HR,23,2021,,60,23,6.0,No,,,5,168,Pune,No
E09440,,68k,Finance,15,2010,,50,43,8.0,No,21-03-2021,2000.0,1,70,Chennai,Yes
E09441,thirty,-18886,Information Technology,ten,2011,,10,78,5.0,Yes,September 26 2015,2000.0,2,183,Chennai,Yes
E09442,thirty,37k,HR,ten,2024,2.0,50,76,7.0,Yes,,2000.0,2,10,Chennai,No
E09443,,"30,780",Finance,55,2017,1.0,35,50,,No,01-04-2019,,1,71,Kolkata,No
E09444,thirty,80613,Human Resource,50,2010,,120,1,9.0,No,26-02-2022,,2,197,Bangalore,Yes
E09445,,₹59073,Human Resource,ten,2018,2.0,50,58,3.0,No,26-04-2021,2000.0,3,49,Pune,No
E09446,thirty,-28038,Sales,,2020,,40,77,9.0,No,,1000.0,1,193,Delhi,Yes
E09447,thirty,"37,107",IT,ten,2018,4.0,35,37,,No,,,1,73,Delhi,Yes
E09448,10,"33,673",Sales,ten,2014,3.0,35,35,3.0,Yes,2018/01/23,0.0,5,65,Chennai,Yes
E09449,thirty,137270,IT,,2019,5.0,120,21,6.0,No,,8000.0,1,137,Mumbai,Yes
E09450,-9,96511,FIN,3,2020,4.0,50,38,2.0,No,October 30 2018,,2,174,Delhi,Yes
E09451,54,₹38714,Operations,ten,2024,,10,64,,No,2020/09/09,2000.0,5,53,Bangalore,No
E09452,thirty,"26,392",Sales,4,2016,1.0,45,68,10.0,No,,8000.0,1,77,Kolkata,Yes
E09453,31,-26248,it,19,2016,,120,76,7.0,No,32/01/2020,0.0,4,31,Chennai,Yes
E09454,33,9999999,it,46,2014,2.0,40,13,,No,2023/10/02,,3,22,,Yes
E09455,-2,9999999,Sales,50,2013,1.0,45,83,7.0,No,32/01/2020,,4,8,Mumbai,Yes
E09456,,₹73215,Human Resource,ten,2016,1.0,40,4,4.0,No,,0.0,3,136,Chennai,Yes
E09457,90,9999999,Information Technology,,2021,2.0,50,74,7.0,No,September 23 2022,8000.0,3,131,Delhi,Yes
E09458,thirty,46k,it,19,2018,3.0,120,59,1.0,No,October 24 2025,,3,35,Bangalore,Yes
E09459,thirty,27905,Finance,52,2023,1.0,45,81,5.0,No,2022/03/02,,3,157,Mumbai,Yes
E09460,thirty,"20,700",it,7,2016,,50,91,,No,23-04-2018,0.0,4,94,Kolkata,Yes
E09461,102,₹94093,FIN,,2015,,60,5,5.0,No,July 12 2020,,3,46,Chennai,No
E09462,27,138637,FIN,ten,2018,5.0,10,10,4.0,No,32/01/2020,5000.0,4,196,Bangalore,No
E09463,42,45168,Human Resource,19,2019,,50,23,,Yes,October 04 2021,2000.0,1,51,Delhi,No
E09464,56,89k,Information Technology,46,2015,5.0,10,77,,No,,,4,171,Delhi,Yes
E09465,,174219,Human Resource,44,2017,,45,58,7.0,No,August 04 2023,0.0,1,148,Bangalore,Yes
E09466,,20k,FIN,45,2022,2.0,40,97,,No,,0.0,3,73,Mumbai,Yes
E09467,108,-30802,Information Technology,ten,2019,4.0,50,58,7.0,No,,8000.0,4,113,Delhi,No
E09468,thirty,₹39810,Information Technology,55,2011,,60,76,2.0,No,01-09-2018,,4,61,Pune,No
E09469,85,"23,979",Sales,,2012,,60,47,2.0,No,06-11-2019,1000.0,5,115,Mumbai,No
E09470,98,110020,IT,22,2018,4.0,60,66,1.0,No,16-01-2023,5000.0,2,63,Bangalore,Yes
E09471,6,9999999,IT,ten,2023,5.0,10,57,,No,,,4,50,Chennai,No
E09472,,9999999,,,2015,3.0,40,13,1.0,No,,2000.0,3,147,Kolkata,Yes
E09473,118,"54,344",IT,,2024,4.0,50,6,8.0,No,2023/03/31,5000.0,5,183,Pune,No
E09474,40,66171,HR,,2016,5.0,60,24,3.0,No,2020/03/14,0.0,2,127,,Yes
E09475,38,55801,IT,,2013,,35,55,,No,2018/12/03,,4,124,Chennai,Yes
E09476,thirty,9999999,Information Technology,ten,2013,2.0,120,75,6.0,No,14-11-2021,2000.0,2,76,,No
E09477,56,35k,Human Resource,55,2021,,35,16,5.0,No,32/01/2020,,3,12,Bangalore,No
E09478,21,-44348,FIN,ten,2023,4.0,10,69,5.0,No,13-01-2019,0.0,3,169,Kolkata,No
E09479,,82746,it,,2016,,50,10,9.0,No,18-02-2021,1000.0,3,162,Kolkata,Yes
E09480,thirty,"37,251",,ten,2010,4.0,40,61,8.0,Yes,2022/03/12,,2,117,Chennai,Yes
E09481,98,9999999,Operations,25,2011,,50,4,4.0,No,32/01/2020,0.0,3,153,Bangalore,Yes
E09482,,-33544,HR,ten,2023,2.0,120,85,9.0,Yes,07-01-2024,,4,152,Kolkata,No
E09483,115,9999999,Finance,53,2011,2.0,40,33,3.0,No,,1000.0,3,90,Pune,No
E09484,105,-14668,Finance,8,2024,,60,88,9.0,No,,8000.0,2,53,Bangalore,No
E09485,thirty,-14166,IT,ten,2012,,40,33,8.0,No,September 14 2025,,4,136,Bangalore,No
E09486,thirty,9999999,HR,37,2022,3.0,10,48,10.0,No,32/01/2020,,1,25,Chennai,Yes
E09487,-7,67k,Information Technology,ten,2016,5.0,10,30,,No,04-09-2024,,5,72,Bangalore,No
E09488,56,₹95837,HR,1,2024,2.0,120,71,6.0,No,,5000.0,1,87,Chennai,No
E09489,40,43k,Human Resource,30,2013,,120,48,,No,,2000.0,1,171,Kolkata,Yes
E09490,115,66k,,36,2020,2.0,10,70,,No,,0.0,4,133,Pune,No
E09491,50,-9739,,,2022,,60,76,,No,07-04-2017,5000.0,3,127,Mumbai,Yes
E09492,,9999999,IT,ten,2018,,35,80,,No,2018/12/19,,3,134,Kolkata,Yes
E09493,,9999999,Finance,35,2012,4.0,40,90,5.0,No,2015/11/09,0.0,2,76,Bangalore,Yes
E09494,100,42k,IT,ten,2014,1.0,10,84,,No,September 27 2018,1000.0,1,35,,Yes
E09495,24,₹113764,Sales,12,2019,1.0,50,40,6.0,No,December 10 2020,5000.0,5,67,Delhi,Yes
E09496,thirty,9999999,Operations,59,2019,4.0,10,74,5.0,No,,0.0,5,26,Bangalore,No
E09497,,-26961,,ten,2019,,120,25,10.0,No,2023/01/18,1000.0,1,159,Pune,No
E09498,2,-38861,Information Technology,45,2013,1.0,45,81,4.0,No,32/01/2020,,3,158,Delhi,No
E09499,0,"44,425",,58,2023,,60,6,,No,May 20 2016,,3,193,Mumbai,Yes
E09500,thirty,40133,Finance,ten,2010,2.0,120,88,1.0,Yes,22-05-2024,1000.0,4,128,Bangalore,No
E09501,-3,-5673,,,2023,,120,75,,No,April 24 2025,5000.0,5,69,Chennai,Yes
E09502,106,-9099,Information Technology,ten,2015,3.0,50,71,4.0,No,November 26 2020,,3,104,Mumbai,Yes
E09503,thirty,139738,IT,18,2024,4.0,120,63,5.0,Yes,27-05-2025,8000.0,4,103,Delhi,Yes
E09504,46,"61,289",FIN,,2011,,35,89,4.0,Yes,32/01/2020,,4,182,Mumbai,Yes
E09505,20,"35,941",Human Resource,52,2011,,60,79,,No,May 15 2015,,2,21,Kolkata,No
E09506,7,9999999,Finance,,2013,5.0,60,45,,No,2021/04/08,,4,169,Kolkata,Yes
E09507,-9,36k,HR,ten,2022,,45,64,5.0,No,,5000.0,3,3,Pune,Yes
E09508,-3,-25656,FIN,57,2022,4.0,40,82,8.0,No,,,4,28,Chennai,No
E09509,,48k,Finance,59,2013,5.0,35,4,9.0,No,September 09 2019,,1,81,Chennai,Yes
E09510,5,-25453,Sales,ten,2023,,120,56,,No,22-04-2018,1000.0,4,123,Kolkata,Yes
E09511,49,9999999,Human Resource,ten,2016,,35,10,2.0,No,January 22 2026,,4,37,Chennai,Yes
E09512,80,9999999,,ten,2021,,35,88,7.0,No,,1000.0,2,27,Kolkata,Yes
E09513,26,"66,827",Finance,60,2014,2.0,40,1,3.0,No,32/01/2020,,4,178,Pune,Yes
E09514,29,"20,817",it,,2011,5.0,10,82,1.0,No,,,3,122,Delhi,No
E09515,22,54k,IT,50,2022,1.0,60,26,2.0,No,July 10 2020,8000.0,2,151,Bangalore,Yes
E09516,4,"58,307",,55,2011,5.0,40,1,8.0,No,32/01/2020,5000.0,1,64,Pune,Yes
E09517,91,-40947,FIN,42,2018,2.0,35,5,7.0,No,December 18 2021,,3,77,Pune,No
E09518,,10853,HR,59,2013,,10,91,5.0,Yes,,2000.0,1,178,Bangalore,Yes
E09519,thirty,"90,512",HR,15,2023,2.0,40,96,8.0,Yes,,2000.0,5,3,,Yes
E09520,thirty,45k,Information Technology,44,2023,,50,6,10.0,No,2023/02/01,8000.0,5,166,Mumbai,No
E09521,thirty,51k,Operations,,2015,4.0,120,42,2.0,No,06-12-2025,0.0,3,36,Chennai,Yes
E09522,-6,40939,IT,5,2012,3.0,120,54,2.0,No,30-12-2016,,4,76,Delhi,No
E09523,-5,9999999,Operations,42,2019,4.0,10,33,5.0,No,2026/02/06,,5,134,Mumbai,No
E09524,,9999999,it,ten,2011,,40,63,,No,2018/09/15,2000.0,3,136,Delhi,Yes
E09525,,9999999,Information Technology,,2022,5.0,120,45,3.0,No,32/01/2020,,5,34,Delhi,No
E09526,-8,33077,Operations,2,2023,1.0,35,53,5.0,No,26-08-2025,8000.0,2,103,Bangalore,No
E09527,101,52609,HR,ten,2012,5.0,50,22,,No,08-11-2015,,3,56,Chennai,No
E09528,24,-23894,Sales,ten,2021,,40,53,,No,February 09 2025,,5,81,Kolkata,Yes
E09529,29,9999999,,49,2019,3.0,120,35,8.0,No,2017/03/24,8000.0,3,15,Bangalore,No
E09530,-6,9999999,HR,42,2024,,40,48,7.0,Yes,2017/12/19,,4,58,Pune,No
E09531,thirty,9999999,FIN,,2013,4.0,120,51,1.0,No,32/01/2020,,1,196,Mumbai,Yes
E09532,,71125,Sales,49,2016,1.0,45,1,7.0,No,September 01 2020,2000.0,2,24,Pune,No
E09533,,47k,Information Technology,,2023,5.0,10,52,,No,2017/08/30,0.0,1,53,,Yes
E09534,thirty,"57,663",HR,40,2024,,40,32,8.0,No,August 30 2015,1000.0,1,81,Pune,Yes
E09535,60,39k,HR,,2020,4.0,45,41,10.0,No,17-04-2015,0.0,5,11,Delhi,Yes
E09536,92,115627,Human Resource,ten,2016,4.0,40,1,3.0,No,2022/11/05,2000.0,4,151,Mumbai,No
E09537,-6,9999999,Sales,,2022,3.0,10,36,1.0,No,13-06-2020,,1,128,Bangalore,No
E09538,99,₹83584,Operations,51,2024,4.0,60,100,5.0,No,30-04-2015,0.0,2,140,Kolkata,Yes
E09539,thirty,69199,Operations,,2022,5.0,35,88,8.0,No,04-03-2022,5000.0,3,77,Chennai,Yes
E09540,90,27492,Human Resource,ten,2015,1.0,45,37,,No,32/01/2020,5000.0,5,40,Bangalore,Yes
E09541,,140812,Sales,43,2018,,40,34,3.0,No,32/01/2020,2000.0,4,133,Bangalore,Yes
E09542,thirty,-48732,IT,,2021,2.0,40,13,,No,,,5,143,Kolkata,No
E09543,18,87282,Information Technology,,2023,,10,53,,No,October 04 2018,5000.0,4,93,Mumbai,Yes
E09544,105,"87,307",FIN,,2023,1.0,35,40,8.0,No,2021/09/28,0.0,5,97,Kolkata,No
E09545,thirty,"55,295",Sales,ten,2010,,35,30,8.0,No,32/01/2020,0.0,3,159,Bangalore,No
E09546,thirty,-29216,Sales,ten,2012,5.0,45,46,2.0,No,12-01-2016,,1,160,,No
E09547,-3,-3131,it,,2015,3.0,120,37,8.0,No,32/01/2020,,4,78,Chennai,No
E09548,38,-30169,Sales,55,2013,2.0,60,30,3.0,No,32/01/2020,2000.0,4,106,Mumbai,Yes
E09549,thirty,"30,699",Operations,5,2013,,50,65,2.0,No,02-09-2016,,4,50,Kolkata,Yes
E09550,57,₹126800,Information Technology,18,2017,1.0,120,76,1.0,No,,2000.0,5,49,Pune,No
E09551,3,₹39428,HR,ten,2016,,120,77,6.0,No,32/01/2020,5000.0,2,60,Pune,Yes
E09552,55,89k,Operations,,2012,,35,63,10.0,No,2017/05/31,,1,120,Pune,No
E09553,38,-25210,Sales,,2015,,35,82,2.0,No,2022/10/02,,1,67,Bangalore,No
E09554,,-33337,Information Technology,57,2016,3.0,120,18,6.0,No,,2000.0,2,76,Mumbai,No
E09555,23,106785,FIN,47,2015,,45,86,10.0,No,,,5,13,Chennai,No
E09556,115,₹138660,it,,2024,,120,52,8.0,No,2022/03/19,,2,89,Bangalore,Yes
E09557,55,9999999,Human Resource,,2024,2.0,120,5,,No,2017/05/17,1000.0,3,169,Pune,Yes
E09558,37,-33663,Information Technology,52,2017,3.0,40,81,1.0,No,26-03-2025,,1,114,Pune,No
E09559,,"65,819",FIN,59,2011,1.0,35,12,1.0,No,2024/07/10,,5,111,Chennai,No
E09560,,9999999,Finance,ten,2014,,45,12,2.0,No,September 19 2019,,3,78,Chennai,No
E09561,,₹20531,HR,ten,2011,,50,63,,No,May 18 2025,,3,129,Chennai,Yes
E09562,37,116726,HR,,2024,,10,77,9.0,No,,,5,50,,No
E09563,thirty,"90,504",Information Technology,,2024,5.0,45,84,7.0,No,,8000.0,5,102,Chennai,No
E09564,,89k,FIN,27,2023,2.0,60,58,,No,,,4,160,Mumbai,No
E09565,5,77k,Finance,ten,2019,3.0,45,93,10.0,No,32/01/2020,,2,150,,Yes
E09566,,9999999,Human Resource,ten,2020,,50,59,,No,2022/01/12,8000.0,4,44,,No
E09567,30,-26381,Sales,13,2013,,40,84,,No,2019/05/17,2000.0,4,159,Chennai,No
E09568,25,₹114756,,15,2024,,50,32,10.0,No,32/01/2020,,4,55,Delhi,No
E09569,-8,79004,HR,49,2022,1.0,50,43,8.0,No,26-09-2017,2000.0,2,147,Chennai,No
E09570,4,-33252,FIN,56,2011,4.0,40,11,,No,2015/07/27,8000.0,1,98,Delhi,No
E09571,19,182092,Sales,ten,2021,2.0,120,29,9.0,No,,,2,59,Bangalore,Yes
E09572,,"58,254",it,ten,2020,5.0,45,2,8.0,No,2021/06/26,5000.0,1,163,Bangalore,No
E09573,-6,90k,Operations,ten,2020,5.0,45,33,4.0,Yes,2025/06/05,5000.0,1,121,,No
E09574,85,9999999,Finance,,2022,,120,17,2.0,No,18-03-2020,1000.0,4,160,Chennai,No
E09575,96,105786,HR,ten,2023,3.0,120,18,9.0,No,2026/01/30,,2,65,Mumbai,No
E09576,,41k,,10,2017,2.0,40,17,4.0,No,,2000.0,4,39,Mumbai,Yes
E09577,,9999999,Operations,ten,2023,3.0,35,24,1.0,No,,,3,48,Bangalore,No
E09578,thirty,21k,it,ten,2016,2.0,50,68,3.0,No,03-07-2020,2000.0,5,25,Chennai,Yes
E09579,9,112314,Human Resource,11,2016,,40,60,5.0,No,20-04-2024,1000.0,1,57,Mumbai,Yes
E09580,9,₹125111,HR,57,2021,5.0,60,51,,No,June 08 2017,0.0,3,85,Mumbai,Yes
E09581,thirty,-46544,FIN,,2015,1.0,120,31,,No,,,2,24,Pune,No
E09582,106,43k,Finance,ten,2018,5.0,10,25,6.0,No,2024/10/08,,2,190,Kolkata,Yes
E09583,thirty,-13905,IT,47,2021,2.0,50,69,4.0,No,10-09-2025,2000.0,1,138,Bangalore,No
E09584,thirty,-33490,Sales,,2016,1.0,45,3,4.0,No,2019/08/18,0.0,3,79,Chennai,No
E09585,,"52,030",Operations,,2024,,10,53,6.0,No,2023/10/13,,5,106,Delhi,No
E09586,95,-37053,,48,2010,,50,47,5.0,No,2017/01/16,8000.0,4,168,,No
E09587,,9999999,FIN,,2012,,10,54,3.0,No,October 03 2016,1000.0,4,89,Mumbai,No
E09588,52,9999999,FIN,23,2021,,50,1,,No,14-08-2021,1000.0,5,91,Delhi,No
E09589,26,"56,607",,54,2022,,10,71,,No,32/01/2020,8000.0,5,11,Chennai,No
E09590,49,₹39215,Finance,31,2013,,40,95,,No,August 02 2019,0.0,4,8,Pune,Yes
E09591,108,-14182,Finance,,2019,1.0,45,17,6.0,No,2023/05/28,,4,127,Bangalore,No
E09592,1,"83,505",Finance,35,2010,4.0,50,40,3.0,No,10-08-2019,2000.0,1,99,Chennai,Yes
E09593,,152403,Finance,47,2010,1.0,50,15,,No,16-02-2018,,2,98,Kolkata,Yes
E09594,31,"41,634",Finance,,2024,4.0,120,7,9.0,No,2025/09/07,8000.0,5,44,,No
E09595,100,"88,784",FIN,4,2013,5.0,120,21,6.0,No,04-01-2022,,4,199,,Yes
E09596,10,-16271,IT,44,2016,3.0,120,42,,No,2019/07/19,0.0,4,86,Delhi,Yes
E09597,thirty,"34,720",Finance,,2021,4.0,40,76,3.0,No,December 15 2018,,4,52,Bangalore,Yes
E09598,,9999999,it,ten,2024,5.0,45,100,,Yes,,,1,43,Delhi,Yes
E09599,99,61961,Finance,52,2015,1.0,50,75,8.0,No,2019/05/12,2000.0,3,173,Bangalore,Yes
E09600,5,54k,,56,2024,5.0,40,27,1.0,No,2016/10/26,,4,3,,No
E09601,8,₹128985,HR,ten,2018,5.0,120,42,,No,2017/09/16,5000.0,4,35,Pune,No
E09602,48,9999999,Information Technology,,2018,4.0,45,5,7.0,Yes,30-04-2020,8000.0,1,173,,No
E09603,,9999999,Human Resource,ten,2021,4.0,35,57,6.0,No,14-09-2023,,2,107,Pune,No
E09604,49,-32508,Sales,ten,2020,,45,52,5.0,No,July 10 2024,2000.0,4,166,Bangalore,Yes
E09605,59,9999999,Information Technology,50,2016,4.0,120,98,10.0,No,,1000.0,1,44,Delhi,No
E09606,,₹92050,Information Technology,,2018,,120,11,2.0,No,April 01 2017,0.0,4,32,Chennai,Yes
E09607,thirty,₹99605,IT,,2022,,35,74,8.0,No,32/01/2020,,3,103,Chennai,No
E09608,,41k,IT,,2015,,50,3,,No,October 15 2016,,2,123,Chennai,Yes
E09609,,74k,Sales,18,2023,,35,31,,No,32/01/2020,8000.0,1,128,Chennai,Yes
E09610,,143511,Operations,,2023,3.0,120,13,,No,27-02-2023,5000.0,2,75,Chennai,Yes
E09611,95,78391,IT,,2018,,60,9,3.0,No,21-12-2020,2000.0,5,167,Delhi,Yes
E09612,52,"61,816",it,57,2017,5.0,45,93,8.0,No,December 16 2016,8000.0,3,110,Mumbai,Yes
E09613,,-34220,Human Resource,53,2019,3.0,50,62,1.0,No,2020/10/31,5000.0,2,144,Bangalore,No
E09614,,80k,Human Resource,53,2013,5.0,45,26,1.0,No,,0.0,5,115,Kolkata,No
E09615,,₹75226,,,2022,,120,62,10.0,No,2016/02/02,,2,126,Kolkata,No
E09616,-8,-29995,it,60,2016,4.0,35,15,8.0,No,,,4,9,Bangalore,Yes
E09617,-1,-46555,HR,30,2020,2.0,120,72,6.0,No,2020/07/24,1000.0,2,123,Bangalore,No
E09618,54,9999999,HR,,2012,3.0,60,59,10.0,No,21-09-2022,,2,65,Pune,No
E09619,116,"35,374",FIN,50,2017,,120,38,7.0,No,2023/04/12,1000.0,5,42,Chennai,Yes
E09620,thirty,46k,Operations,ten,2016,3.0,40,87,,Yes,,8000.0,4,170,Delhi,Yes
E09621,115,₹138232,Sales,ten,2017,,60,55,,No,July 29 2023,8000.0,3,12,,Yes
E09622,105,"49,978",Sales,26,2014,5.0,35,73,,No,2016/10/22,,1,100,Chennai,No
E09623,2,9999999,HR,ten,2012,5.0,35,22,,Yes,05-04-2016,2000.0,2,61,Bangalore,Yes
E09624,0,₹74111,Information Technology,ten,2020,,40,29,7.0,No,19-01-2025,,2,111,,Yes
E09625,10,36436,Sales,,2011,2.0,45,92,10.0,No,01-08-2022,8000.0,3,85,Chennai,No
E09626,,-35224,FIN,ten,2014,2.0,120,53,7.0,Yes,2021/09/30,8000.0,2,80,Mumbai,No
E09627,22,₹79265,Information Technology,42,2014,5.0,45,27,3.0,No,2022/06/11,,4,110,Pune,No
E09628,85,100866,FIN,29,2014,,45,5,10.0,No,2025/11/01,5000.0,5,49,,Yes
E09629,118,76k,it,ten,2021,5.0,45,24,3.0,No,,5000.0,5,121,,No
E09630,98,₹23810,FIN,ten,2024,5.0,40,61,,No,2015/07/01,,4,35,Mumbai,Yes
E09631,54,9999999,it,,2011,4.0,60,6,,No,2024/02/18,,5,87,Chennai,No
E09632,8,9999999,it,,2021,4.0,40,66,,No,25-09-2025,2000.0,3,156,Bangalore,No
E09633,,77654,Operations,49,2020,3.0,40,94,4.0,No,2020/11/14,1000.0,1,148,,No
E09634,thirty,-23811,FIN,56,2012,2.0,50,22,,No,August 22 2021,,2,136,,Yes
E09635,,66k,it,56,2017,2.0,35,82,,No,,,3,135,Chennai,Yes
E09636,113,"71,282",Human Resource,15,2010,4.0,50,99,,No,,,2,74,Chennai,Yes
E09637,thirty,59035,Sales,42,2021,,60,88,9.0,No,26-09-2020,,4,4,Kolkata,Yes
E09638,56,₹100930,Human Resource,41,2019,,45,62,2.0,No,32/01/2020,,4,46,Bangalore,Yes
E09639,thirty,68k,Information Technology,40,2019,,50,32,,No,28-08-2015,5000.0,1,122,Chennai,Yes
E09640,4,196626,Sales,,2017,5.0,45,3,,No,30-05-2021,0.0,3,44,,Yes
E09641,81,118489,FIN,,2024,3.0,45,65,2.0,No,16-08-2025,0.0,1,65,,No
E09642,104,9999999,Operations,ten,2015,,45,17,,No,07-10-2018,5000.0,4,140,,No
E09643,-9,70k,,43,2011,1.0,50,11,9.0,No,2016/05/21,,1,74,Chennai,Yes
E09644,-3,-4603,it,54,2017,,35,20,9.0,No,,1000.0,5,84,,Yes
E09645,,-23873,it,1,2016,,35,69,,No,32/01/2020,,5,197,Kolkata,No
E09646,24,116963,Finance,,2010,5.0,40,59,8.0,Yes,32/01/2020,,3,114,Pune,No
E09647,118,52277,Human Resource,34,2010,4.0,60,61,7.0,No,,5000.0,4,116,Delhi,No
E09648,42,-48156,Information Technology,ten,2017,1.0,120,42,4.0,No,15-06-2019,0.0,4,111,Chennai,Yes
E09649,,76k,Human Resource,5,2017,4.0,35,85,4.0,No,October 22 2017,8000.0,2,179,Delhi,No
E09650,,₹125772,IT,46,2017,5.0,40,94,4.0,No,10-04-2018,8000.0,4,10,Kolkata,No
E09651,,₹102490,it,ten,2017,2.0,120,75,2.0,No,2022/11/13,1000.0,3,131,Mumbai,Yes
E09652,119,9999999,,4,2020,1.0,45,23,1.0,No,26-02-2026,,2,183,Kolkata,Yes
E09653,2,27949,IT,ten,2011,,60,70,,No,March 01 2018,0.0,1,24,Kolkata,No
E09654,,-48405,Sales,50,2019,3.0,35,50,,Yes,,2000.0,5,69,Delhi,Yes
E09655,47,-9007,it,,2021,1.0,40,33,,No,2019/10/22,,4,169,Chennai,Yes
E09656,98,₹91665,FIN,44,2017,4.0,10,34,,No,,8000.0,3,129,Kolkata,No
E09657,34,9999999,Operations,,2017,1.0,120,71,6.0,No,2020/05/23,1000.0,5,53,Chennai,No
E09658,6,"52,505",Sales,ten,2018,,50,46,10.0,No,2021/07/09,1000.0,3,150,Pune,No
E09659,99,54k,Human Resource,52,2011,4.0,60,75,9.0,No,23-06-2022,,3,107,Chennai,No
E09660,,9999999,FIN,1,2024,,40,94,9.0,No,2018/04/02,5000.0,5,157,Mumbai,No
E09661,49,70k,IT,7,2010,5.0,45,13,8.0,No,32/01/2020,2000.0,3,11,Mumbai,No
E09662,-8,-35896,Information Technology,ten,2022,,40,57,2.0,No,32/01/2020,1000.0,1,123,Delhi,Yes
E09663,-9,₹103281,Finance,38,2018,3.0,50,21,10.0,No,2021/08/03,8000.0,3,179,,Yes
E09664,,83k,Sales,13,2019,3.0,10,76,8.0,No,26-07-2018,1000.0,1,49,Chennai,No
E09665,-6,20k,IT,37,2018,,40,47,4.0,No,,0.0,4,36,Chennai,No
E09666,thirty,80k,Sales,51,2011,,120,53,2.0,No,32/01/2020,8000.0,4,182,Delhi,Yes
E09667,48,"47,603",Sales,7,2017,,120,21,,No,32/01/2020,,5,15,Delhi,No
