age,salary,experience,city,education,purchased
56.0,53332.0,,Delhi,Graduate,1
18.0,42422.0,21.0,Mumbai,PostGraduate,0
52.0,50727.0,,Mumbai,PostGraduate,0
44.0,44572.0,17.0,Kolkata,,1
,73644.0,,Bangalore,PostGraduate,0
21.0,49760.0,0.0,,Graduate,0
,,15.0,Chennai,PostGraduate,1
,42066.0,15.0,Bangalore,Graduate,0
23.0,54386.0,5.0,Mumbai,Graduate,1
69.0,44258.0,8.0,Delhi,School,0
26.0,28701.0,20.0,Delhi,School,1
28.0,69626.0,24.0,Chennai,School,1
39.0,55222.0,7.0,Mumbai,PostGraduate,1
64.0,61568.0,12.0,Chennai,PostGraduate,0
26.0,39074.0,23.0,Bangalore,Graduate,1
46.0,,21.0,Bangalore,Graduate,1
60.0,57017.0,10.0,,PostGraduate,0
27.0,52253.0,23.0,Bangalore,PostGraduate,1
51.0,65439.0,3.0,Bangalore,School,1
48.0,45061.0,17.0,Delhi,,0
39.0,69421.0,,Mumbai,Graduate,0
63.0,40066.0,26.0,Mumbai,,1
21.0,50499.0,3.0,Bangalore,School,0
19.0,,9.0,,School,1
22.0,32777.0,10.0,Chennai,School,1
63.0,43014.0,28.0,,Graduate,1
32.0,47587.0,9.0,Bangalore,PostGraduate,1
36.0,58277.0,5.0,Chennai,Graduate,1
55.0,40354.0,28.0,Chennai,Graduate,1
32.0,58804.0,16.0,Delhi,,0
63.0,45201.0,12.0,Bangalore,Graduate,1
25.0,42589.0,3.0,Kolkata,Graduate,0
37.0,59442.0,11.0,Bangalore,Graduate,1
29.0,41833.0,19.0,Mumbai,School,1
21.0,77378.0,1.0,Bangalore,PostGraduate,1
55.0,,27.0,Mumbai,Graduate,0
60.0,29486.0,23.0,Mumbai,PostGraduate,0
56.0,48212.0,3.0,Kolkata,PostGraduate,0
53.0,,25.0,Bangalore,PostGraduate,0
32.0,25381.0,11.0,Kolkata,School,0
18.0,65868.0,26.0,Kolkata,School,1
48.0,66214.0,14.0,Chennai,PostGraduate,1
26.0,39129.0,19.0,Delhi,School,1
40.0,60659.0,5.0,Kolkata,School,0
69.0,63155.0,10.0,Bangalore,School,0
43.0,49810.0,,Mumbai,Graduate,1
57.0,64284.0,16.0,Kolkata,School,0
61.0,54418.0,13.0,Mumbai,PostGraduate,0
56.0,67182.0,2.0,,,1
35.0,32413.0,,Bangalore,Graduate,0
50.0,,1.0,Delhi,School,1
58.0,53023.0,23.0,Kolkata,PostGraduate,0
56.0,32653.0,15.0,Bangalore,PostGraduate,1
31.0,34087.0,14.0,Mumbai,Graduate,1
18.0,26239.0,5.0,Delhi,School,0
30.0,50678.0,28.0,Chennai,PostGraduate,0
69.0,43395.0,24.0,Chennai,Graduate,1
32.0,30639.0,,Mumbai,PostGraduate,0
54.0,68259.0,,Bangalore,,1
22.0,56005.0,16.0,,School,1
31.0,39132.0,27.0,Delhi,Graduate,1
31.0,53049.0,17.0,Delhi,Graduate,0
63.0,46430.0,,Mumbai,School,1
22.0,26564.0,,Delhi,PostGraduate,1
28.0,54108.0,6.0,Kolkata,School,0
49.0,,8.0,Bangalore,PostGraduate,0
68.0,71180.0,20.0,Mumbai,PostGraduate,0
22.0,51551.0,8.0,Chennai,PostGraduate,0
,43460.0,,Chennai,School,0
32.0,,23.0,Bangalore,PostGraduate,1
24.0,53998.0,15.0,Kolkata,School,0
22.0,,20.0,Kolkata,School,0
47.0,77902.0,4.0,Delhi,PostGraduate,0
32.0,44058.0,17.0,Chennai,Graduate,1
47.0,64357.0,19.0,Mumbai,PostGraduate,1
31.0,52158.0,11.0,Mumbai,PostGraduate,1
41.0,52230.0,4.0,Delhi,PostGraduate,1
41.0,25236.0,19.0,Chennai,PostGraduate,1
52.0,66521.0,29.0,Chennai,PostGraduate,1
22.0,62551.0,22.0,Mumbai,PostGraduate,0
,52820.0,,Chennai,PostGraduate,0
37.0,65522.0,10.0,Kolkata,Graduate,0
63.0,56233.0,,Kolkata,School,0
22.0,30539.0,28.0,Chennai,Graduate,1
53.0,,28.0,Kolkata,Graduate,0
38.0,49091.0,,Delhi,School,1
65.0,24628.0,10.0,Mumbai,PostGraduate,1
56.0,66837.0,10.0,Delhi,School,1
20.0,46767.0,10.0,Bangalore,Graduate,1
46.0,52054.0,7.0,Bangalore,School,0
42.0,35278.0,15.0,Kolkata,PostGraduate,1
44.0,59697.0,15.0,Chennai,Graduate,1
,47859.0,17.0,Delhi,PostGraduate,1
,45109.0,24.0,Mumbai,PostGraduate,1
39.0,71164.0,17.0,Kolkata,,1
55.0,,18.0,,PostGraduate,1
52.0,61246.0,24.0,Chennai,Graduate,1
18.0,53136.0,27.0,Kolkata,PostGraduate,0
20.0,42259.0,,Kolkata,Graduate,1
41.0,45668.0,18.0,Delhi,Graduate,0
25.0,44979.0,11.0,Kolkata,School,1
65.0,,24.0,Kolkata,Graduate,0
56.0,49524.0,6.0,,Graduate,0
35.0,49898.0,15.0,Chennai,School,0
58.0,73113.0,26.0,Delhi,Graduate,1
20.0,67156.0,0.0,Delhi,,0
35.0,38282.0,9.0,Delhi,School,0
33.0,,12.0,Kolkata,School,0
49.0,38364.0,14.0,Delhi,Graduate,0
18.0,59041.0,,Mumbai,PostGraduate,1
43.0,78938.0,4.0,Bangalore,School,1
69.0,44659.0,18.0,Chennai,Graduate,0
65.0,,6.0,Bangalore,School,1
29.0,74203.0,17.0,Bangalore,Graduate,0
55.0,47957.0,1.0,Mumbai,School,0
38.0,,13.0,Delhi,Graduate,1
58.0,75722.0,19.0,Mumbai,Graduate,1
30.0,35959.0,21.0,Kolkata,Graduate,1
,,,Bangalore,PostGraduate,1
30.0,31336.0,12.0,Kolkata,PostGraduate,0
35.0,61324.0,7.0,Kolkata,Graduate,1
36.0,34803.0,20.0,Bangalore,Graduate,0
36.0,58398.0,2.0,Chennai,School,0
68.0,70394.0,11.0,Delhi,School,1
23.0,40072.0,,Chennai,PostGraduate,0
65.0,38569.0,12.0,Kolkata,Graduate,0
24.0,60049.0,,Bangalore,Graduate,0
24.0,50718.0,16.0,Kolkata,School,0
45.0,14557.0,18.0,Bangalore,PostGraduate,0
45.0,72978.0,15.0,Mumbai,Graduate,1
36.0,58280.0,15.0,Bangalore,Graduate,1
33.0,44294.0,25.0,Delhi,PostGraduate,0
34.0,43687.0,22.0,Chennai,PostGraduate,1
39.0,60504.0,28.0,Bangalore,PostGraduate,1
36.0,49327.0,11.0,Bangalore,PostGraduate,1
65.0,50859.0,11.0,Delhi,Graduate,0
46.0,,11.0,Mumbai,School,0
65.0,,,Mumbai,Graduate,0
36.0,44589.0,10.0,Delhi,School,1
64.0,47175.0,25.0,Delhi,Graduate,1
52.0,,27.0,Kolkata,School,0
64.0,54121.0,14.0,Kolkata,School,1
42.0,57265.0,17.0,Mumbai,PostGraduate,1
65.0,75297.0,1.0,Chennai,,1
37.0,,14.0,Bangalore,PostGraduate,1
54.0,63357.0,2.0,Mumbai,Graduate,1
36.0,71374.0,22.0,Chennai,Graduate,1
59.0,64244.0,19.0,Chennai,PostGraduate,0
30.0,42529.0,27.0,Delhi,School,0
64.0,45361.0,9.0,Mumbai,School,1
29.0,72769.0,27.0,Kolkata,School,0
66.0,47203.0,21.0,Bangalore,School,1
32.0,49548.0,26.0,Chennai,Graduate,1
21.0,42699.0,19.0,Chennai,PostGraduate,1
32.0,,11.0,Bangalore,Graduate,0
34.0,,15.0,Kolkata,School,1
44.0,37850.0,3.0,Mumbai,Graduate,1
28.0,35302.0,10.0,Bangalore,PostGraduate,0
40.0,73826.0,1.0,Delhi,Graduate,1
32.0,53483.0,13.0,Delhi,PostGraduate,0
69.0,46974.0,9.0,Chennai,PostGraduate,1
48.0,46940.0,19.0,Mumbai,,0
43.0,29277.0,21.0,Mumbai,School,1
24.0,70343.0,22.0,,PostGraduate,0
30.0,44729.0,2.0,Kolkata,,0
30.0,58897.0,19.0,Kolkata,,1
,40152.0,7.0,Delhi,School,0
,49101.0,22.0,Bangalore,Graduate,0
51.0,36217.0,,Mumbai,Graduate,0
27.0,,2.0,Delhi,School,1
67.0,65612.0,1.0,Delhi,School,1
69.0,51587.0,13.0,Mumbai,School,1
54.0,55612.0,0.0,,PostGraduate,1
,50940.0,16.0,Bangalore,,0
68.0,74467.0,12.0,Bangalore,School,0
44.0,37752.0,15.0,Kolkata,School,0
,47929.0,20.0,Bangalore,PostGraduate,1
53.0,52819.0,29.0,Chennai,,0
33.0,35061.0,5.0,Mumbai,PostGraduate,1
38.0,51897.0,24.0,Mumbai,Graduate,1
33.0,50445.0,25.0,Delhi,School,1
34.0,51709.0,15.0,Delhi,PostGraduate,1
32.0,51774.0,28.0,Mumbai,PostGraduate,1
30.0,39926.0,29.0,Bangalore,PostGraduate,0
50.0,,22.0,Bangalore,School,1
22.0,52746.0,0.0,Delhi,School,0
44.0,36599.0,17.0,Chennai,Graduate,0
69.0,48613.0,22.0,Chennai,,1
18.0,38773.0,28.0,Delhi,School,1
61.0,27789.0,15.0,,School,1
47.0,55410.0,12.0,,PostGraduate,1
40.0,60505.0,,Delhi,PostGraduate,1
32.0,,14.0,Mumbai,School,0
53.0,43294.0,28.0,Delhi,School,0
36.0,50595.0,1.0,Bangalore,PostGraduate,0
47.0,55109.0,21.0,Kolkata,PostGraduate,0
33.0,,0.0,Chennai,PostGraduate,0
35.0,23749.0,25.0,Delhi,Graduate,0
43.0,27969.0,,Delhi,,1
34.0,70824.0,15.0,Delhi,,0
28.0,,17.0,Kolkata,,0
69.0,63761.0,19.0,Chennai,Graduate,1
,69965.0,10.0,Bangalore,PostGraduate,0
46.0,62051.0,,Mumbai,Graduate,0
26.0,34952.0,11.0,,Graduate,1
66.0,36623.0,,Delhi,PostGraduate,0
34.0,49136.0,15.0,Delhi,School,1
44.0,76272.0,26.0,Bangalore,School,0
54.0,76151.0,0.0,Mumbai,School,1
39.0,54484.0,,Delhi,PostGraduate,1
25.0,26084.0,14.0,,PostGraduate,0
20.0,52435.0,7.0,Delhi,Graduate,0
55.0,46884.0,5.0,Bangalore,School,1
52.0,50341.0,16.0,Mumbai,Graduate,1
49.0,25154.0,27.0,,PostGraduate,1
25.0,53658.0,18.0,Kolkata,Graduate,1
61.0,27450.0,4.0,Bangalore,Graduate,0
44.0,12050.0,27.0,Chennai,Graduate,0
,53366.0,,Mumbai,Graduate,1
,78779.0,,Chennai,School,0
51.0,37465.0,17.0,Bangalore,School,1
42.0,42908.0,29.0,Kolkata,PostGraduate,1
48.0,63436.0,14.0,Chennai,PostGraduate,0
59.0,67440.0,1.0,Chennai,School,1
64.0,51583.0,15.0,Chennai,School,0
30.0,39374.0,7.0,Kolkata,School,0
32.0,,16.0,Mumbai,Graduate,1
68.0,31546.0,11.0,Mumbai,School,0
67.0,,17.0,Bangalore,School,0
30.0,58824.0,14.0,Chennai,School,0
69.0,26470.0,26.0,Delhi,,0
69.0,,12.0,Chennai,PostGraduate,1
50.0,,24.0,Kolkata,School,1
48.0,75148.0,29.0,Mumbai,Graduate,0
42.0,44149.0,26.0,Mumbai,PostGraduate,1
65.0,43398.0,7.0,,Graduate,0
57.0,60724.0,16.0,Delhi,Graduate,1
40.0,40733.0,22.0,Chennai,Graduate,0
55.0,45369.0,14.0,Bangalore,Graduate,0
20.0,,21.0,Mumbai,PostGraduate,0
69.0,55585.0,17.0,Mumbai,School,1
33.0,21393.0,19.0,Chennai,PostGraduate,1
19.0,32504.0,4.0,Bangalore,,1
40.0,22505.0,9.0,Bangalore,School,1
51.0,24983.0,6.0,Mumbai,Graduate,0
47.0,33219.0,3.0,Chennai,School,1
64.0,46666.0,12.0,Delhi,,1
27.0,48118.0,23.0,Mumbai,Graduate,1
18.0,17724.0,27.0,Mumbai,PostGraduate,0
,36002.0,1.0,Kolkata,School,1
,27227.0,20.0,Delhi,Graduate,0
64.0,46997.0,2.0,Bangalore,PostGraduate,1
50.0,40156.0,23.0,Kolkata,PostGraduate,0
42.0,68878.0,7.0,Chennai,,1
,47908.0,23.0,Mumbai,School,0
33.0,40895.0,5.0,Delhi,School,1
47.0,46066.0,5.0,Bangalore,PostGraduate,0
35.0,40345.0,25.0,Kolkata,School,0
41.0,70122.0,8.0,Kolkata,PostGraduate,0
22.0,44971.0,20.0,Bangalore,PostGraduate,1
54.0,,15.0,Mumbai,Graduate,1
40.0,61845.0,11.0,Delhi,PostGraduate,0
,40085.0,,,PostGraduate,0
44.0,22945.0,9.0,Kolkata,PostGraduate,1
29.0,42789.0,3.0,Bangalore,,0
27.0,59559.0,18.0,Bangalore,School,1
51.0,24568.0,11.0,,PostGraduate,1
50.0,53792.0,17.0,,School,1
33.0,62596.0,28.0,Mumbai,PostGraduate,0
46.0,,14.0,Chennai,Graduate,0
35.0,60167.0,25.0,Mumbai,School,1
,54391.0,24.0,Kolkata,School,0
24.0,,24.0,Delhi,,1
53.0,31881.0,7.0,Mumbai,School,1
44.0,35802.0,27.0,Mumbai,School,1
27.0,24017.0,3.0,Chennai,School,1
27.0,51079.0,29.0,Chennai,PostGraduate,0
28.0,56611.0,29.0,Mumbai,School,0
47.0,51766.0,9.0,Kolkata,Graduate,1
20.0,54255.0,19.0,Delhi,Graduate,1
46.0,61395.0,3.0,Kolkata,School,0
31.0,30093.0,13.0,Chennai,Graduate,1
30.0,50943.0,,Mumbai,Graduate,0
36.0,53698.0,3.0,Mumbai,School,1
42.0,42966.0,12.0,Delhi,Graduate,1
27.0,18114.0,8.0,Chennai,PostGraduate,1
32.0,34637.0,,Mumbai,PostGraduate,0
45.0,42376.0,5.0,Chennai,Graduate,0
57.0,,25.0,,School,1
66.0,50502.0,10.0,Bangalore,Graduate,1
55.0,78850.0,0.0,Bangalore,Graduate,0
24.0,64155.0,15.0,,School,0
31.0,49655.0,1.0,Bangalore,PostGraduate,1
47.0,51818.0,19.0,Kolkata,Graduate,1
57.0,69060.0,,Delhi,PostGraduate,1
29.0,69636.0,7.0,Delhi,,0
,,18.0,Bangalore,PostGraduate,0
67.0,76000.0,10.0,Kolkata,PostGraduate,1
31.0,36530.0,29.0,Bangalore,,1
18.0,49567.0,12.0,Bangalore,School,0
21.0,97494.0,15.0,Bangalore,,1
66.0,,13.0,,School,0
35.0,47886.0,1.0,Chennai,PostGraduate,0
68.0,51559.0,28.0,Kolkata,Graduate,1
53.0,52695.0,4.0,Mumbai,Graduate,0
49.0,75049.0,14.0,,,1
45.0,62063.0,13.0,Mumbai,School,1
45.0,48819.0,24.0,Bangalore,School,1
55.0,24860.0,12.0,Bangalore,Graduate,0
49.0,39100.0,3.0,Delhi,PostGraduate,1
25.0,50901.0,2.0,Delhi,School,1
42.0,48056.0,15.0,Bangalore,School,0
64.0,66438.0,9.0,Mumbai,PostGraduate,0
37.0,46530.0,28.0,Bangalore,Graduate,0
50.0,62580.0,9.0,Delhi,PostGraduate,0
47.0,27919.0,7.0,Kolkata,Graduate,0
54.0,42133.0,8.0,Chennai,PostGraduate,0
,60420.0,21.0,,Graduate,1
42.0,81009.0,18.0,Bangalore,School,0
55.0,47870.0,24.0,Kolkata,School,0
59.0,62432.0,4.0,Kolkata,,0
27.0,70042.0,25.0,Kolkata,PostGraduate,1
22.0,64298.0,24.0,Kolkata,School,1
25.0,61224.0,6.0,Chennai,PostGraduate,1
,44691.0,2.0,Delhi,PostGraduate,0
54.0,72792.0,20.0,Bangalore,PostGraduate,0
18.0,30229.0,,Chennai,School,1
,30996.0,2.0,Bangalore,School,0
24.0,78011.0,0.0,Kolkata,PostGraduate,1
64.0,55424.0,17.0,Chennai,Graduate,1
40.0,31430.0,15.0,Delhi,PostGraduate,1
41.0,28496.0,10.0,,School,0
31.0,27863.0,,Bangalore,Graduate,0
40.0,80515.0,24.0,Delhi,Graduate,0
26.0,48781.0,7.0,Chennai,School,1
25.0,42240.0,27.0,Bangalore,School,1
25.0,74432.0,0.0,Delhi,Graduate,0
20.0,53769.0,16.0,,School,1
49.0,45089.0,27.0,Bangalore,School,0
69.0,65913.0,,Bangalore,School,1
21.0,58966.0,15.0,Chennai,Graduate,1
66.0,59007.0,18.0,,Graduate,1
55.0,45947.0,16.0,Mumbai,PostGraduate,1
19.0,36570.0,11.0,Chennai,Graduate,1
26.0,34843.0,9.0,Mumbai,School,0
63.0,51544.0,16.0,Bangalore,School,1
18.0,50113.0,,Kolkata,,0
66.0,,9.0,Kolkata,School,0
28.0,43628.0,12.0,,PostGraduate,1
46.0,69205.0,29.0,Chennai,PostGraduate,1
43.0,30117.0,18.0,Kolkata,PostGraduate,0
44.0,56271.0,0.0,Bangalore,Graduate,1
55.0,36358.0,24.0,Kolkata,PostGraduate,0
46.0,46352.0,11.0,Delhi,Graduate,1
50.0,36189.0,3.0,Mumbai,Graduate,0
45.0,44485.0,15.0,Bangalore,School,0
48.0,33946.0,13.0,Delhi,School,1
36.0,34988.0,4.0,Bangalore,School,1
65.0,64456.0,11.0,Kolkata,Graduate,1
43.0,29159.0,17.0,Delhi,PostGraduate,0
67.0,59749.0,22.0,Mumbai,Graduate,1
,62777.0,19.0,Bangalore,School,1
,60956.0,3.0,Bangalore,,0
58.0,49601.0,7.0,Bangalore,School,0
49.0,33619.0,22.0,Kolkata,PostGraduate,0
38.0,26822.0,8.0,Chennai,PostGraduate,0
55.0,32299.0,19.0,Chennai,PostGraduate,1
51.0,,24.0,Chennai,Graduate,1
57.0,54125.0,14.0,Mumbai,Graduate,0
39.0,,25.0,Bangalore,School,0
,46899.0,28.0,Chennai,Graduate,0
44.0,50603.0,20.0,Chennai,School,0
25.0,45454.0,24.0,,School,0
57.0,45942.0,4.0,Bangalore,Graduate,0
63.0,69146.0,7.0,Mumbai,PostGraduate,0
48.0,57496.0,5.0,Mumbai,PostGraduate,0
18.0,60546.0,23.0,Mumbai,PostGraduate,0
56.0,44426.0,21.0,,School,0
51.0,61768.0,27.0,,PostGraduate,0
,54556.0,14.0,Chennai,Graduate,0
41.0,53153.0,,Chennai,PostGraduate,0
45.0,44130.0,2.0,Mumbai,Graduate,1
67.0,53552.0,26.0,Kolkata,,0
21.0,81625.0,,Bangalore,PostGraduate,1
35.0,59053.0,5.0,Bangalore,School,0
46.0,75637.0,2.0,,School,1
40.0,,11.0,Chennai,PostGraduate,0
54.0,51085.0,9.0,Chennai,School,0
44.0,62315.0,17.0,Delhi,School,0
33.0,,7.0,Chennai,Graduate,1
62.0,57725.0,22.0,Chennai,PostGraduate,0
44.0,44169.0,20.0,Bangalore,School,0
26.0,68169.0,22.0,Mumbai,School,0
22.0,25988.0,27.0,,Graduate,0
25.0,47756.0,5.0,Delhi,School,0
35.0,51863.0,28.0,,PostGraduate,0
52.0,41408.0,4.0,Mumbai,School,0
23.0,50419.0,25.0,Mumbai,School,0
60.0,20529.0,5.0,Chennai,PostGraduate,1
40.0,30554.0,26.0,,Graduate,0
63.0,69054.0,16.0,Kolkata,,1
43.0,53651.0,3.0,,Graduate,1
68.0,44318.0,26.0,Bangalore,PostGraduate,0
56.0,64696.0,4.0,Delhi,,1
41.0,70808.0,8.0,Mumbai,School,0
27.0,77146.0,26.0,Delhi,PostGraduate,0
,21696.0,17.0,Bangalore,PostGraduate,1
55.0,70743.0,7.0,Chennai,Graduate,1
37.0,32586.0,27.0,Kolkata,School,1
46.0,54525.0,21.0,Chennai,PostGraduate,0
23.0,59170.0,1.0,,School,0
,74133.0,12.0,Kolkata,PostGraduate,1
26.0,57039.0,22.0,Chennai,Graduate,1
68.0,54185.0,,Kolkata,School,1
67.0,37433.0,2.0,Mumbai,,0
22.0,24685.0,13.0,Kolkata,School,1
65.0,37042.0,12.0,,,1
56.0,71099.0,,Delhi,School,1
36.0,50492.0,24.0,Chennai,School,1
22.0,74919.0,21.0,Delhi,PostGraduate,0
37.0,39239.0,0.0,Bangalore,PostGraduate,1
28.0,61781.0,28.0,Mumbai,PostGraduate,0
67.0,52516.0,18.0,Bangalore,PostGraduate,1
44.0,69429.0,16.0,Mumbai,School,0
46.0,46650.0,14.0,Mumbai,,0
24.0,48087.0,11.0,,School,0
67.0,68257.0,29.0,Kolkata,School,1
20.0,18656.0,2.0,Delhi,Graduate,0
22.0,47853.0,26.0,Chennai,School,0
30.0,25084.0,16.0,Chennai,Graduate,0
33.0,49558.0,28.0,Bangalore,School,1
29.0,43694.0,25.0,Mumbai,PostGraduate,1
56.0,59034.0,22.0,Bangalore,PostGraduate,1
44.0,56993.0,11.0,Delhi,School,0
62.0,45716.0,17.0,Mumbai,Graduate,1
50.0,,,Kolkata,PostGraduate,0
32.0,51175.0,13.0,Bangalore,Graduate,1
38.0,347880.0,10.0,Kolkata,School,0
61.0,35296.0,24.0,,Graduate,1
34.0,27451.0,4.0,Delhi,Graduate,1
,22352.0,18.0,Chennai,School,0
54.0,26980.0,19.0,Kolkata,Graduate,0
66.0,49891.0,18.0,Bangalore,Graduate,0
32.0,28919.0,15.0,Chennai,PostGraduate,0
,44376.0,3.0,,PostGraduate,0
,56925.0,4.0,Delhi,Graduate,0
18.0,18072.0,29.0,Bangalore,,0
21.0,64802.0,23.0,Kolkata,,1
20.0,71412.0,19.0,Mumbai,PostGraduate,0
25.0,77969.0,13.0,Kolkata,PostGraduate,0
58.0,72111.0,7.0,Mumbai,PostGraduate,1
61.0,430955.0,3.0,Delhi,PostGraduate,1
,53451.0,16.0,Delhi,Graduate,0
26.0,62090.0,28.0,Mumbai,School,0
18.0,46232.0,2.0,Mumbai,School,1
60.0,59942.0,7.0,Delhi,School,1
47.0,52062.0,2.0,Delhi,Graduate,0
24.0,25055.0,20.0,Chennai,PostGraduate,0
39.0,27436.0,7.0,,School,0
37.0,77135.0,17.0,Delhi,Graduate,1
46.0,52327.0,12.0,Delhi,PostGraduate,1
44.0,71305.0,28.0,,School,1
42.0,41498.0,11.0,Bangalore,PostGraduate,1
63.0,36613.0,19.0,Bangalore,,0
52.0,,21.0,Delhi,School,0
44.0,61778.0,23.0,Delhi,Graduate,0
28.0,70881.0,3.0,Chennai,School,1
34.0,52793.0,18.0,Kolkata,School,1
48.0,59805.0,0.0,Mumbai,School,0
35.0,47845.0,6.0,Kolkata,Graduate,0
36.0,,9.0,Bangalore,,0
67.0,72065.0,11.0,Chennai,PostGraduate,0
55.0,38221.0,14.0,Chennai,School,0
46.0,55746.0,6.0,Chennai,PostGraduate,1
32.0,35066.0,23.0,Bangalore,PostGraduate,0
24.0,62244.0,17.0,Bangalore,PostGraduate,0
54.0,44085.0,15.0,Mumbai,PostGraduate,1
54.0,38041.0,17.0,Chennai,PostGraduate,0
24.0,19400.0,24.0,Chennai,Graduate,1
39.0,66245.0,24.0,Kolkata,Graduate,1
29.0,52892.0,26.0,Kolkata,Graduate,1
25.0,53766.0,5.0,Chennai,Graduate,0
35.0,62477.0,20.0,Delhi,School,0
45.0,38573.0,13.0,Chennai,School,1
35.0,36227.0,16.0,Delhi,Graduate,1
,58240.0,29.0,,Graduate,1
34.0,,19.0,Mumbai,School,1
40.0,57982.0,20.0,Bangalore,PostGraduate,1
28.0,74042.0,9.0,Mumbai,,0
32.0,58466.0,2.0,Mumbai,PostGraduate,1
47.0,57648.0,4.0,Delhi,School,1
69.0,62333.0,14.0,Kolkata,School,0
48.0,46521.0,22.0,Chennai,PostGraduate,0
23.0,31363.0,7.0,Chennai,PostGraduate,0
29.0,50285.0,24.0,Bangalore,School,1
40.0,60708.0,17.0,Chennai,PostGraduate,1
56.0,37108.0,14.0,Delhi,School,0
57.0,28909.0,23.0,,School,1
53.0,39110.0,23.0,,PostGraduate,1
52.0,70030.0,12.0,Mumbai,School,0
20.0,57435.0,23.0,Bangalore,Graduate,1
59.0,48110.0,,Chennai,School,1
45.0,35485.0,1.0,Kolkata,School,1
32.0,54130.0,0.0,Chennai,Graduate,1
30.0,52777.0,25.0,Mumbai,PostGraduate,0
36.0,56844.0,,Chennai,School,1
57.0,87562.0,22.0,Chennai,Graduate,0
35.0,57408.0,27.0,Bangalore,School,1
,39589.0,26.0,Chennai,School,1
54.0,29224.0,17.0,Kolkata,School,1
38.0,,,Chennai,School,0
56.0,43146.0,26.0,,School,0
22.0,62432.0,8.0,Kolkata,School,1
68.0,40728.0,23.0,Chennai,School,0
34.0,,10.0,Bangalore,Graduate,0
36.0,58071.0,6.0,Mumbai,Graduate,0
21.0,40716.0,7.0,Chennai,School,1
43.0,58648.0,4.0,,School,1
41.0,37310.0,15.0,Kolkata,School,0
56.0,42921.0,,Kolkata,PostGraduate,1
55.0,41271.0,26.0,Kolkata,Graduate,0
63.0,56170.0,,Mumbai,PostGraduate,1
,47841.0,23.0,Chennai,School,0
47.0,,15.0,Bangalore,School,1
43.0,30420.0,4.0,Chennai,Graduate,1
,45261.0,16.0,Delhi,Graduate,0
28.0,28768.0,9.0,Kolkata,School,1
56.0,,10.0,Chennai,Graduate,0
20.0,53846.0,,Kolkata,Graduate,0
69.0,32263.0,10.0,Mumbai,School,1
39.0,,17.0,Chennai,PostGraduate,1
34.0,70754.0,17.0,Kolkata,,1
,66252.0,0.0,Mumbai,School,0
64.0,60032.0,3.0,Bangalore,School,1
56.0,56328.0,29.0,Delhi,Graduate,0
,,,Bangalore,PostGraduate,0
44.0,55549.0,13.0,Kolkata,School,0
,40925.0,21.0,Delhi,,0
60.0,49624.0,1.0,Delhi,School,1
46.0,52229.0,,Delhi,School,1
29.0,59616.0,3.0,,PostGraduate,0
30.0,26149.0,5.0,Delhi,School,1
28.0,53165.0,,Delhi,School,0
48.0,65929.0,12.0,Mumbai,Graduate,0
28.0,40962.0,11.0,Mumbai,PostGraduate,1
58.0,48358.0,4.0,Chennai,School,0
60.0,22048.0,,Bangalore,Graduate,1
53.0,50996.0,,,School,1
19.0,,7.0,Mumbai,School,1
40.0,,,,PostGraduate,0
53.0,49267.0,27.0,Bangalore,PostGraduate,0
31.0,40898.0,6.0,Bangalore,PostGraduate,1
54.0,,0.0,Bangalore,School,0
66.0,55599.0,27.0,Mumbai,School,1
44.0,49424.0,27.0,Mumbai,Graduate,0
29.0,,21.0,,School,0
46.0,21954.0,12.0,Mumbai,Graduate,1
23.0,47635.0,12.0,Delhi,PostGraduate,1
,16696.0,6.0,Bangalore,PostGraduate,0
64.0,44062.0,27.0,Chennai,PostGraduate,1
40.0,77618.0,14.0,Kolkata,,0
,64047.0,25.0,Kolkata,School,0
,28586.0,11.0,,School,1
51.0,41853.0,22.0,Mumbai,,0
61.0,47360.0,12.0,Bangalore,Graduate,0
29.0,57597.0,5.0,,School,1
49.0,62759.0,,Delhi,PostGraduate,0
43.0,74441.0,3.0,Bangalore,School,1
,35683.0,15.0,Chennai,School,1
,,,Chennai,School,1
50.0,23552.0,12.0,Kolkata,School,1
35.0,56147.0,5.0,Kolkata,Graduate,0
52.0,57390.0,1.0,Mumbai,School,0
37.0,50301.0,4.0,Bangalore,Graduate,0
48.0,59804.0,28.0,Bangalore,Graduate,0
22.0,37082.0,21.0,Bangalore,Graduate,0
49.0,30207.0,,Bangalore,Graduate,0
69.0,35740.0,15.0,Bangalore,Graduate,1
,55550.0,14.0,Delhi,Graduate,1
59.0,69658.0,6.0,Mumbai,Graduate,0
36.0,37122.0,23.0,Kolkata,School,0
18.0,198745.0,6.0,Kolkata,PostGraduate,0
24.0,51729.0,1.0,Chennai,School,1
39.0,101693.0,7.0,Bangalore,Graduate,1
67.0,43285.0,28.0,Kolkata,PostGraduate,1
51.0,64461.0,5.0,Mumbai,PostGraduate,0
68.0,47322.0,28.0,Chennai,School,1
27.0,41895.0,20.0,Mumbai,Graduate,1
64.0,30059.0,29.0,Kolkata,PostGraduate,1
,45441.0,26.0,Chennai,Graduate,0
,62739.0,9.0,,PostGraduate,0
49.0,36952.0,21.0,Chennai,School,0
59.0,51445.0,7.0,Kolkata,PostGraduate,1
44.0,,29.0,Bangalore,School,0
